Step,0,1,2,3,4,5,6,7,,,,,,
177,1759.240112,8877.505859,19788.17188,32343.04492,49066.82031,58237.91016,72802.23438,75695.36719,,,,,,
178,875.9959106,9093.726563,17954.29883,34486.28516,44194.53125,59752.82422,69406.00781,69993.71094,,,,,,
179,1787.662354,8434.462891,17594.4043,33232.24609,52610.32422,59202.96094,66625.19531,66857.21094,,,,,,
180,1054.03064,7881.44043,19785.49023,31898.58008,45034.60547,54636.59766,66295.94531,72060.38281,,,,,,
181,440.3163147,7613.697266,17711.15625,30649.16602,43354.92969,58695.52344,72874.64063,76218.21094,,,,,,
182,1573.684204,9030.816406,16274.22949,30932.70703,44937.77344,57807.74219,68081.8125,67581.42969,,,,,,
183,643.3444214,6906.678711,19508.14453,27514.3125,49284.71094,58540.08984,72144.21875,74146.14063,,,,,,
184,766.8933105,5410.386719,17911.71289,26781.22852,47753.06641,58108.44141,67884.08594,75709.23438,,,,,,
185,1062.033691,5521.680664,15815.25098,31138.89063,45602.55078,56786.77344,70248.60938,69938.6875,,,,,,
186,4.117424011,4345.981934,15524.66211,36970.95703,39374.90625,51967.96875,65805.4375,70100.55469,,,,,,
187,1098.587769,7359.395996,18733.75586,31376.16992,38239.90625,57384.01953,72167.53906,72763.42969,,,,,,
188,1082.425903,4485.552246,15742.88672,30166.42383,43861.51563,58915.24609,65908.89063,73949.3125,,,,,,
189,1076.844971,6515.724121,15407.5127,30484.11914,45105.71484,55296.75391,72047.15625,71000.41406,,,,,,
190,203.0374603,6379.518555,14911.61621,26133.4707,43567.80859,57012.80859,72849.07031,69878.42188,,,,,,
191,162.2400208,5760.553223,14588.625,26682.78516,41552.21094,53890.25781,66834.19531,71829.26563,,,,,,
192,734.9144287,5395.64502,16156.53809,29354.26758,44491.01563,59903.01563,68096.875,72459.01563,,,,,,
193,134.6272583,7284.978027,13056.46289,31639.01172,43583.34766,53548.22266,73968.10938,73755.48438,,,,,,
194,848.0623779,6087.030762,14250.6875,29763.35352,43871.78516,55778.43359,64902.84375,70326.67969,,,,,,
195,731.1259155,3525.209473,13261.69727,24271.70117,41130.70703,54985.12891,68532.13281,78278.47656,,,,,,
196,740.5458374,5995.135254,14739.74707,25215.69727,41746.50781,54053.46484,69294.78906,71940.66406,,,,,,
197,1401.990112,5676.920898,10759.3418,31737.69336,41730.00391,59317.51172,66876.625,72536,,,,,,
198,377.1410828,6591.474609,11229.1543,28624.35938,42985.74219,51224.71094,70580.42188,69580.00781,,,,,,
199,1297.09729,5467.745117,17026.45117,24322.99219,44784.77344,52999.96875,67323.64063,72323.14063,,,,,,
200,720.1794434,5021.068359,16986.82617,28250.14453,44396.71094,59797.57422,69290.64063,70119.14063,,,,,,
201,177.9901733,5534.855957,16077.78027,30085.49219,40344.52344,54200.36328,70527.23438,77815.03125,,,,,,
202,532.5303955,3815.403564,17300.70703,27315.73828,37211.01953,55086.44531,67297.70313,72710.52344,,,,,,
203,215.691925,3740.044189,12424.22559,21415.02344,36882.30469,53875.29297,64852.33594,71205.54688,,,,,,
204,311.6249695,8713.286133,13334.58008,24199.57422,40775.6875,54731.82422,63780.39063,70365.61719,,,,,,
205,1018.310242,4312.805664,9293.920898,22988.84375,32236.54688,55336.9375,70997.65625,74927.30469,,,,,,
206,200.458313,5233.022461,13002.97266,23609.69922,34734.64063,53726,63903.72266,74260.5,,,,,,
207,147.6703491,5510.317871,13087.96875,26527.0957,34570.25391,52328.42188,64781.29297,76860.61719,,,,,,
208,281.9057007,3604.862549,15815.51953,23130.45508,37453.18359,51967.25391,63362.04297,77626.72656,,,,,,
209,364.225769,5406.314453,12218.54883,23936.0918,40486.67969,52011.47656,69320.15625,78404.63281,,,,,,
210,512.4193726,2406.05835,9755.500977,21784.75391,37134.83984,49209.67188,66427.05469,74701.96875,,,,,,
211,42.56322098,5013.422852,8689.128906,24523.69531,32502.74023,49554.41406,69048.32031,79505.84375,,,,,,
212,155.9589081,2985.264648,10171.19824,23957.29102,32132.81641,54592.73438,71033.72656,77464.22656,,,,,,
213,695.2635498,4459.675293,12376.07227,23944.69141,41074.44531,50874.23438,64958.94922,75374.5,,,,,,
214,1.315813422,3457.834229,9370.819336,24101.98242,35180.57031,49765.36719,64138.46875,72698.32031,,,,,,
215,685.0292969,3195.149902,10919.88379,24353.32617,33347.31641,48617.04688,61929.19531,71094.58594,,,,,,
216,274.0581055,4565.32666,10087.87109,23682.87305,33650.17969,46020.23438,58399.21094,67216.82031,,,,,,
217,349.9941101,2191.515625,9241.43457,22744.76563,31772.05664,47355.58984,65894.82031,73260.47656,,,,,,
218,391.8645935,4986.079102,10929.43262,20971.74023,38232.97656,46998.51563,58874.29297,68874.46094,,,,,,
219,0.968061447,5132.054688,9770.983398,19838.32422,35385.86719,49365.07422,62263.69531,71770.50781,,,,,,
220,418.1141052,2377.095459,9443.946289,18322.51563,35589.90234,50076.32813,64764.12891,76298.58594,,,,,,
221,1446.821289,3400.552979,12813.14551,21845.9082,32709.58984,49697.18359,61145.24219,77585.92969,,,,,,
222,615.8056641,3136.906494,8438.011719,19689.41602,30258.42578,48686.58984,65086.9375,77514.82813,,,,,,
223,692.664917,2059.789551,13042.625,19698.86914,34815.00391,48843.08203,60798.93359,75065.11719,,,,,,
224,133.3673706,3457.170166,9052.720703,17548.32227,34739.49219,47701.10156,62994.26953,70820.44531,,,,,,
225,213.1951294,3707.864502,11051.05371,17002.74219,30213.95117,51048.72266,68134.78906,79732.89063,,,,,,
226,127.1246033,3798.68335,9032.181641,20042.9375,35023.89844,46959.86719,62985.81641,73079.21094,,,,,,
227,127.7646561,1101.912476,10695.33789,13407.45605,32410.38477,45502.23047,66056.1875,80943.47656,,,,,,
228,0.585226357,3173.006592,8700.084961,22126.38281,31696.98828,46202.28516,59549.57422,73840.50781,,,,,,
229,0.522825956,2840.286133,8671.959961,19486.3125,33816.82422,47124.63281,65506.37109,79374.91406,,,,,,
230,151.7732544,1895.491333,6520.541016,19055.19336,30841.5332,43291.46875,63804.6875,71175.03125,,,,,,
231,989.2372437,2119.198975,8252.830078,14424.7041,27274.17969,41114.66797,62195.54688,80988.95313,,,,,,
232,143.8759155,1009.54303,9083.469727,12791.20605,27937.70898,44978.16406,61811.17969,81916.21094,,,,,,
233,309.1946106,2886.266113,6815.5,14874.75977,30561.12695,43904.33984,58627.02734,73015.53125,,,,,,
234,350.74823,2751.739502,6913.15332,22492.11914,34690.84766,43478.82031,59238.91016,81180.1875,,,,,,
235,276.3421936,1176.726807,10089.42383,19657.63086,29972.30664,45279.07031,61761.85938,77669.30469,,,,,,
236,186.8513794,2591.468994,8183.373535,16668.125,28124.2793,41982.91797,60148.50781,73172.125,,,,,,
237,538.9498901,2880.892334,8089.770508,14165.65723,24870.66602,39709.00391,55392.36719,84081.97656,,,,,,
238,0.344827116,2910.066406,6998.087891,17797.01953,28667.70898,42588.4375,59158.44531,78979.57031,,,,,,
239,638.6976318,3373.020996,9375.828125,14845.5332,24983.19531,44104.19531,54376.17578,68976.69531,,,,,,
240,210.5124359,2639.351318,4953.519531,19934.50586,28116.0957,39028.19141,61121.22266,78148.17188,,,,,,
241,0.264107823,2672.381104,6475.873047,19534.37695,25826.57227,35436.53516,61041.94531,76703.22656,,,,,,
242,0.20662649,2845.235107,5610.488281,18976.12891,27069.07227,44990.42578,60979.70703,82482.07813,,,,,,
243,609.4633789,933.6287231,5850.597656,14717.04199,26276.62305,37741.01953,55480.67188,70073.96875,,,,,,
244,233.6212769,1027.01355,7987.20166,16215.18652,27332.61914,40775.11719,53891.62109,75843.34375,,,,,,
245,223.2787018,2615.279541,5088.478027,16394.03711,20355.1582,36140.5625,54478.94922,74181.11719,,,,,,
246,0.20709075,3109.062744,4614.410645,11072.29199,24371.94727,39351.41016,55322.31641,78268.80469,,,,,,
247,667.4146729,779.4841309,6369.233887,10719.63574,26069.67578,39227.53516,56577.29688,78317.64063,,,,,,
248,0.197634682,1117.800049,8949.933594,15576,24385.43945,43712.42969,56651.48047,77505.35938,,,,,,
249,0.144772276,2512.898193,7649.952637,15529.44336,19744.71484,35842.26563,55635.86719,74421.15625,,,,,,
250,0.173731267,1425.753052,6774.93457,14449.04395,21542.28125,32192.48633,51021.47266,70801.76563,,,,,,
251,0.116768181,3054.82666,6464.325684,13873.14063,24319.18945,32781.88281,58415.46875,86160.83594,,,,,,
252,193.3167419,1390.035645,6529.939453,12197.45898,19582.05469,34825.27344,53562.58594,73036.625,,,,,,
253,380.0117188,806.7888184,6987.15332,13868.90234,27073.87305,37238.79297,56153.69141,75324.04688,,,,,,
254,285.5882568,1158.866333,6442.519043,15557.98438,25616.5332,33998.01563,60056.17188,78915.64844,,,,,,
255,0.164436221,1088.601196,7058.443359,10155.21875,23264.96484,34095.17578,53557.40625,70776.76563,,,,,,
256,148.7362823,1064.450317,4609.158203,10685.72363,19613.85742,37573.81641,55752.98438,80220.32031,,,,,,
257,0.14376007,3294.570557,3747.493408,12743.9248,23889.33594,40607.50391,53836.67969,71771.52344,,,,,,
258,0.104820587,1224.261108,6827.603516,11652.64844,18928.06055,37861.60547,52846.03125,78162.96875,,,,,,
259,0.048443452,585.1505737,3792.329834,8682.072266,24849.54102,36533.80859,53774.80469,82766.57813,,,,,,
260,107.9688492,1421.038086,3507.187744,11832.68164,17253.36133,34204.75,47831.16797,76969.15625,,,,,,
261,0.10755188,1380.414551,5548.802734,11962.93262,22445.9707,30559.55664,45000.83984,74241.73438,,,,,,
262,87.05856323,1182.789917,3603.429443,12962.36035,20539.89258,30761.11523,50667.90625,78966.26563,,,,,,
263,0.077783972,1902.244629,3817.158203,9917.883789,17541.23438,32773.98438,51312.46484,73964.39063,,,,,,
264,325.5693359,2466.503174,4149.183105,8130.93457,20106.97461,29969.4082,50164.60938,76629.48438,,,,,,
265,0.063503973,2132.148926,3479.330322,9239.203125,18134.91211,30932.25,50522.76563,78870.25,,,,,,
266,295.6384277,1963.065674,4280.351074,9373.879883,17867.83984,29091.15234,46672.71875,76378.15625,,,,,,
267,1111.520142,666.1315308,2749.862305,6244.844238,14368.55176,31104.94922,47064.35938,85332.45313,,,,,,
268,0.066945896,1934.060425,2779.81543,11086.33594,20006.92383,32806.43359,45329.14844,79068.57031,,,,,,
269,0.089660212,819.7636719,4091.463623,9568.707031,19561.22852,29115.65625,47194.23047,76710.85156,,,,,,
270,0.043921474,1561.13916,5051.519043,8747.59375,15097.18164,31567.90039,47932.86719,79553.60156,,,,,,
271,0.047430709,3.59309411,3703.132324,13230.95703,14315.5957,27682.36719,50087.61719,73745.40625,,,,,,
272,0.071000047,674.2442627,2536.397705,12865.55859,15172.91992,28230.05273,48617.95313,74557.04688,,,,,,
273,0.055186227,1049.052979,6873.38916,10436.38867,16794.07813,25344.78125,47513.96875,75378.67969,,,,,,
274,0.049151439,1937.783325,3639.684326,9123.977539,19884.65039,28377.86133,42456.67969,73804.78125,,,,,,
275,136.2174072,1198.102905,6509.414551,8882.387695,14883.68652,31340.88281,49574.04297,75089.88281,,,,,,
276,286.226593,1294.174927,2634.256592,9425.136719,15474.375,24936.12891,41816.94141,69067.48438,,,,,,
277,448.3268738,1202.893433,2100.025635,10370.94727,16677.19336,23429.32031,42605.50391,82044.6875,,,,,,
278,0.020209316,1082.955688,3138.36499,9105.200195,13661.48242,25427.72656,42270.88672,81065.14063,,,,,,
279,112.5449371,1309.14917,2905.135498,6853.849609,13232.64746,27032.26563,41356.43359,78251.39063,,,,,,
280,0.0293562,804.2723389,3463.956299,5915.049805,12581.84375,25029.35156,44556.23438,70726.98438,,,,,,
281,0.032205213,1736.333984,3597.268311,7878.894531,15579.72754,26409.91992,38255.14063,71547.33594,,,,,,
282,81.7567749,603.8974609,4653.0625,11109.40918,14713.71875,26025.30273,44855.08203,70855.39844,,,,,,
283,0.021066144,302.1607056,3004.171143,9853.1875,11617.4668,23049.20898,39806.75781,77066.61719,,,,,,
284,0.021890031,484.5143433,3890.282715,6886.242188,14215.87793,26668.9707,37071.26172,76495.97656,,,,,,
285,0.016493548,1303.195679,1190.106079,7698.080566,9791.042969,22594.20508,36626.61719,79634.15625,,,,,,
286,0.020435605,239.673996,3334.067139,6854.665039,12408.10449,22837.36133,37905.33984,72242.22656,,,,,,
287,119.9537506,1041.692505,4080.90625,7541.829102,9873.555664,23926.13281,33983.20313,67868.66406,,,,,,
288,0.020749962,1.654843569,3327.131836,6962.810547,15580.7373,21301.57227,38822.09375,68622.88281,,,,,,
289,514.2919922,943.7816162,3301.945068,6878.978516,13423.36426,16095.50781,32944.71484,77991.54688,,,,,,
290,0.009455219,820.4260254,4324.287109,8976.378906,8998.658203,24817.00586,34358,70551.28906,,,,,,
291,0.017285209,301.1466675,3405.061279,6894.400879,13134.22949,23433.30664,37402.38672,68295.14844,,,,,,
292,0.00748128,527.0599976,2372.446289,4669.586914,8264.258789,19962.17188,34852.94141,70407.13281,,,,,,
293,66.14916992,1299.866699,2822.992676,4597.260742,13479.73535,19219.17188,31952.3457,71267.04688,,,,,,
294,0.008618055,2685.475586,2551.371338,5122.275879,9731.719727,25822.10938,31437.04492,71320.58594,,,,,,
295,0.008768734,226.1280365,3725.933594,5548.628418,12497.95605,16107.59766,36846.48438,71075.22656,,,,,,
296,0.010631209,475.3734741,1897.586548,4488.208984,10692.76465,21218.74219,38928.16797,69105.67969,,,,,,
297,254.0765076,667.8276978,1269.67334,5729.369629,8816.892578,19408.89648,28809.98242,72184.14844,,,,,,
298,419.9211121,1988.539795,1707.762573,8559.132813,10199.58594,16576.9668,33970.11328,70904.83594,,,,,,
299,0.005027951,104.7983398,2487.115479,6066.680664,10037.55762,19154.07031,32614.07617,77438.57031,,,,,,
300,94.33345032,66.85984039,2484.140869,4553.265137,13591.88086,22836.06641,32419.1582,73248.17969,,,,,,
301,0.004044475,778.5317993,839.9146118,4790.666992,6565.845703,16901.37305,26671.29297,66949.3125,,,,,,
302,0.007690314,414.1808167,2680.404785,8648.013672,9438.466797,17878.05469,31853.78125,70894.4375,,,,,,
303,0.00584281,1140.402954,2796.174805,4019.358398,9262.421875,15930.07129,22242.50586,70481.02344,,,,,,
304,0.005258999,321.1728821,608.003479,4155.136719,11463.73242,15190.93359,27247.31641,74853.34375,,,,,,
305,0.004067026,156.1569061,2332.847656,4887.240234,6204.583984,23640.25391,29674.04297,67899.75,,,,,,
306,0.00333851,112.5164871,1187.910278,3498.490234,8305.860352,14725.66797,29810.91992,70600.67969,,,,,,
307,0.004636592,858.8066406,1602.42041,2665.441895,9072.962891,17819.07617,29566.87109,68926.30469,,,,,,
308,0.006659527,324.513031,3153.73584,5073.626465,9410.579102,12910.52637,31991.66016,64660.85156,,,,,,
309,0.006379151,1066.506958,1720.662231,4935.385742,5455.583496,15589.72168,27121.69336,60087.46875,,,,,,
310,0.003200625,1182.615479,1558.785889,4166.749023,10224.46777,14930.35449,32207.50391,69475.38281,,,,,,
311,0.002691808,281.1755371,1001.741516,3655.159424,5910.675781,12642.31543,20895.06055,69754.99219,,,,,,
312,0.003004348,1714.163452,735.3865967,2915.363037,10147.91406,18463.9668,29448.11914,64442.79688,,,,,,
313,0.004187671,107.9726639,2404.980469,4298.25293,6597.121582,11444.01074,31275.70313,62417.73438,,,,,,
314,0.003428891,394.784729,1391.240601,2441.789307,7533.419922,11630.28223,27921.4668,66252.3125,,,,,,
315,365.7470398,344.345459,1559.271362,6091.296875,7957.513672,17252.38672,35547.04297,73604.21094,,,,,,
316,0.003450619,0.395150751,1188.895752,5375.312988,12403.80957,11688.53711,21039.70508,68531.99219,,,,,,
317,0.00333196,179.3161163,1339.728027,3238.787354,5652.535645,13697.07031,21435.30078,61608.38281,,,,,,
318,243.8886414,423.5037842,1026.063599,3217.27417,5058.828613,11474.84668,24070.01758,71077.99219,,,,,,
319,0.002365112,1131.172607,949.4085083,3966.010498,5614.85498,14083.67676,26357.94531,65097.19922,,,,,,
320,0.002786827,721.7478027,1556.163086,3036.791016,7157.671875,10711.65234,23140.51758,60208.63672,,,,,,
321,0.002388339,126.7625961,229.4947815,1802.387939,8974.765625,10971.06738,25956.85742,58569.57031,,,,,,
322,0.00209567,134.8615265,1664.099731,2783.986328,5232.310059,10914.01074,23267.60352,54889.10156,,,,,,
323,0.00114834,0.170545086,2484.319824,3651.811279,6489.394043,10769.40234,21758.48047,68935.82813,,,,,,
324,0.001660491,0.247228712,1546.489258,2822.796875,6620.291016,13776.43066,20398.61328,61235.69531,,,,,,
325,0.001471119,190.4806976,950.9308472,3507.794922,6391.285645,10622.94629,23402.90039,48731.17578,,,,,,
326,0.001614529,749.477478,548.4893188,2518.799316,7715.292969,12395.58301,17491.78125,57845.17578,,,,,,
327,0.001925966,585.6748047,835.1513062,4297.40332,6724.733887,8903.422852,20159.99414,53166.39453,,,,,,
328,0.001448147,0.162199885,663.8575439,2811.782715,4804.061035,7681.604004,21257.85352,49344.54297,,,,,,
329,0.00223621,218.0017242,1133.827026,3122.702881,6717.59668,11399.99609,18755.92969,47180.72266,,,,,,
330,0.000443142,0.070520274,189.9149628,1110.419434,6081.883301,9440.15625,13750.71582,52420.83984,,,,,,
331,0.001199043,642.5498047,626.1033325,2868.071777,6936.621582,7182.364258,25497.95117,50140.01563,,,,,,
332,0.001886057,373.4640808,1356.054321,1361.812012,4145.977051,10842.16016,19594.71875,53678.31641,,,,,,
333,0.001597124,356.6723633,713.8615112,2584.445313,9583.663086,7461.066895,17761.96094,56914.62891,,,,,,
334,0.001804013,235.2725525,1089.519653,2299.179932,5842.117676,13039.55957,17875.68359,53344.21484,,,,,,
335,0.000849663,0.114307024,1704.035522,1996.721558,4352.209961,9311.458008,16697.45117,60066.73828,,,,,,
336,0.0011329,0.143168882,3624.934814,2642.82373,6488.774414,7527.851563,22199.42773,47412.79688,,,,,,
337,0.001210177,0.161203369,758.8924561,3129.067627,6825.83252,10667.01758,18280.38672,55393.33594,,,,,,
338,0.000573454,1245.880249,350.8245544,3257.796143,5955.992188,9183.234375,17230.72461,44809.04297,,,,,,
339,0.000528529,152.0813141,490.4967346,1818.184814,3758.033203,8548.188477,14679.99609,48552.98828,,,,,,
340,0.000996268,269.9616394,1104.640381,2184.322021,5122.290527,6471.391113,12896.42969,56568.55859,,,,,,
341,0.000512939,0.079498619,237.6662598,4436.608398,6018.157227,6461.561035,17403.62305,50030.05859,,,,,,
342,0.00061313,0.077184208,463.6228638,1306.37915,2236.706787,7902.729492,13350.23535,44467.61328,,,,,,
343,0.000409242,0.062997572,969.5977783,2908.215332,4522.092773,7475.782715,15220.7666,48830.76172,,,,,,
344,0.000543872,2124.106934,1471.152588,1170.57605,2222.265381,6680.991699,12037.3252,47507.98047,,,,,,
345,0.000237013,670.4191284,406.3951111,1279.864258,2630.77417,8085.560547,9527.607422,44743.09766,,,,,,
346,0.000893958,113.1037369,693.4846802,2478.366699,5620.027832,7307.399902,19531.07617,43724.19922,,,,,,
347,0.000347734,0.053278394,2963.463379,2847.67041,1945.082642,5798.489258,17222.30469,43912.76563,,,,,,
348,0.000399151,437.1948242,95.90631866,1796.800415,3792.961426,12445.33301,11186.09961,41733.47266,,,,,,
349,0.000708897,223.8393707,1455.038086,1991.987061,4415.538574,12731.03125,14560.12109,40006.83984,,,,,,
350,0.000233915,0.040794652,1309.50708,1827.108643,2501.572021,5809.851563,9019.94043,43723.83203,,,,,,
351,777.1027832,0.101542816,1245.295776,1619.926636,2823.732178,5230.630371,17903.25391,45139.51172,,,,,,
352,0.00057756,0.085576855,730.2824707,516.730896,5106.063477,10976.40723,17224.88086,48745.87891,,,,,,
353,0.000429896,1103.610229,632.9172974,1864.234741,2814.621338,7154.80957,17567.9668,57206.63281,,,,,,